Query,Standard Deviation,Average Response Time (µs)
1,159.76573076741764,234.271805
2,52.5438193825437,205.312875
3,1948.9120888308946,267.281056
4,102.26073694715015,256.27781899999997
5,89.37726157469444,234.159343
6,57.2588518163085,209.66225500000002
7,1961.200144607639,281.69767799999994
8,2988.929659879115,308.308277
9,41.20753240083449,214.49527600000002
