Query,Standard Deviation,Average Response Time (µs)
1,113.52967016459647,228.26442300000002
2,102.25131663008244,213.559325
3,92.04081345595061,212.37357
4,131.9772668803605,278.89169
5,67.24773080339384,228.795326
6,120.09304551905483,220.18023499999998
7,2256.3952476521195,277.133418
8,52.4531351962313,211.123641
9,9137.491799991436,506.73482600000006
