Query,Standard Deviation,Average Response Time (µs)
1,125.3461803072264,241.567733
2,178.4298117169502,234.23236699999998
3,4702.416087713509,378.076103
4,16264.051379386412,945.1930590000001
5,164.66594035324562,299.009269
6,72.73650540789663,245.79699499999998
7,127.30560670363894,255.91418
8,2171.5240066031092,318.58585199999993
9,106.58426077180829,242.140763
