Query,Standard Deviation,Average Response Time (µs)
1,4802.9052601214335,440.364864
2,2493.7138140436423,392.928419
3,997.1213767966124,285.7353
4,1249.8616270199352,236.25655099999997
5,1951.6212142193,351.91913400000004
6,13399.385388621595,785.2396550000001
