Query,Standard Deviation,Average Response Time (µs)
1,1877.9242253596635,457.639408
2,1688.6058634336805,756.244645
3,795.8609329544696,283.479167
4,2225.8374836221997,820.3774619999999
5,2607.4810869764997,478.72086499999995
6,24966.269262487775,1419.1426330000002
