Query,Standard Deviation,Average Response Time (µs)
1,1664.194245072245,389.957919
2,1383.8165654910727,664.593224
3,654.9660386057366,252.40304099999997
4,1722.4345461455878,674.4002450000002
5,2450.9303307654013,430.859686
6,22569.885260734776,1303.055489
