Query,Standard Deviation,Average Response Time (µs)
1,1114.477267163821,342.22691399999997
2,1352.2916475495817,631.5803759999999
3,1858.7758289274775,301.594697
4,1707.4308428190093,657.3205989999999
5,1778.4932307667002,381.511583
6,22678.491512911576,1282.272002
