Query,Standard Deviation,Average Response Time (µs)
1,2191.3913783530575,315.69754300000005
2,981.8246291394661,251.200507
3,527.3338556628988,216.47679499999998
4,875.7378118192871,197.943209
5,1037.72198082461,235.98295099999999
6,8924.131013607685,579.842117
